,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF49E001,NAME_M,AF49M001
3560,G0600010400100,2012-2016,,,California,6,Alameda County,1,,,400100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4001, Alameda County, California",177417.0,"Census Tract 4001, Alameda County, California",36076.0
3561,G0600010400200,2012-2016,,,California,6,Alameda County,1,,,400200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4002, Alameda County, California",153125.0,"Census Tract 4002, Alameda County, California",27431.0
3562,G0600010400300,2012-2016,,,California,6,Alameda County,1,,,400300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4003, Alameda County, California",85313.0,"Census Tract 4003, Alameda County, California",12979.0
3563,G0600010400400,2012-2016,,,California,6,Alameda County,1,,,400400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4004, Alameda County, California",99539.0,"Census Tract 4004, Alameda County, California",12492.0
3564,G0600010400500,2012-2016,,,California,6,Alameda County,1,,,400500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4005, Alameda County, California",83650.0,"Census Tract 4005, Alameda County, California",10698.0
3565,G0600010400600,2012-2016,,,California,6,Alameda County,1,,,400600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4006, Alameda County, California",61597.0,"Census Tract 4006, Alameda County, California",19301.0
3566,G0600010400700,2012-2016,,,California,6,Alameda County,1,,,400700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4007, Alameda County, California",46424.0,"Census Tract 4007, Alameda County, California",9550.0
3567,G0600010400800,2012-2016,,,California,6,Alameda County,1,,,400800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4008, Alameda County, California",61111.0,"Census Tract 4008, Alameda County, California",6875.0
3568,G0600010400900,2012-2016,,,California,6,Alameda County,1,,,400900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4009, Alameda County, California",55691.0,"Census Tract 4009, Alameda County, California",5252.0
3569,G0600010401000,2012-2016,,,California,6,Alameda County,1,,,401000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4010, Alameda County, California",51073.0,"Census Tract 4010, Alameda County, California",12481.0
3570,G0600010401100,2012-2016,,,California,6,Alameda County,1,,,401100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4011, Alameda County, California",71205.0,"Census Tract 4011, Alameda County, California",9195.0
3571,G0600010401200,2012-2016,,,California,6,Alameda County,1,,,401200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4012, Alameda County, California",83208.0,"Census Tract 4012, Alameda County, California",12747.0
3572,G0600010401300,2012-2016,,,California,6,Alameda County,1,,,401300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4013, Alameda County, California",37123.0,"Census Tract 4013, Alameda County, California",8910.0
3573,G0600010401400,2012-2016,,,California,6,Alameda County,1,,,401400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4014, Alameda County, California",25985.0,"Census Tract 4014, Alameda County, California",4360.0
3574,G0600010401500,2012-2016,,,California,6,Alameda County,1,,,401500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4015, Alameda County, California",48903.0,"Census Tract 4015, Alameda County, California",6162.0
3575,G0600010401600,2012-2016,,,California,6,Alameda County,1,,,401600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4016, Alameda County, California",36544.0,"Census Tract 4016, Alameda County, California",10701.0
3576,G0600010401700,2012-2016,,,California,6,Alameda County,1,,,401700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4017, Alameda County, California",66308.0,"Census Tract 4017, Alameda County, California",20935.0
3577,G0600010401800,2012-2016,,,California,6,Alameda County,1,,,401800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4018, Alameda County, California",28185.0,"Census Tract 4018, Alameda County, California",4945.0
3578,G0600010402200,2012-2016,,,California,6,Alameda County,1,,,402200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4022, Alameda County, California",45400.0,"Census Tract 4022, Alameda County, California",12041.0
3579,G0600010402400,2012-2016,,,California,6,Alameda County,1,,,402400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4024, Alameda County, California",33724.0,"Census Tract 4024, Alameda County, California",7285.0
3580,G0600010402500,2012-2016,,,California,6,Alameda County,1,,,402500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4025, Alameda County, California",23693.0,"Census Tract 4025, Alameda County, California",4578.0
3581,G0600010402600,2012-2016,,,California,6,Alameda County,1,,,402600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4026, Alameda County, California",22955.0,"Census Tract 4026, Alameda County, California",3404.0
3582,G0600010402700,2012-2016,,,California,6,Alameda County,1,,,402700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4027, Alameda County, California",44792.0,"Census Tract 4027, Alameda County, California",18845.0
3583,G0600010402800,2012-2016,,,California,6,Alameda County,1,,,402800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4028, Alameda County, California",17363.0,"Census Tract 4028, Alameda County, California",4298.0
3584,G0600010402900,2012-2016,,,California,6,Alameda County,1,,,402900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4029, Alameda County, California",28854.0,"Census Tract 4029, Alameda County, California",7509.0
3585,G0600010403000,2012-2016,,,California,6,Alameda County,1,,,403000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4030, Alameda County, California",19490.0,"Census Tract 4030, Alameda County, California",2852.0
3586,G0600010403100,2012-2016,,,California,6,Alameda County,1,,,403100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4031, Alameda County, California",51184.0,"Census Tract 4031, Alameda County, California",21447.0
3587,G0600010403300,2012-2016,,,California,6,Alameda County,1,,,403300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4033, Alameda County, California",52246.0,"Census Tract 4033, Alameda County, California",18870.0
3588,G0600010403400,2012-2016,,,California,6,Alameda County,1,,,403400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4034, Alameda County, California",51172.0,"Census Tract 4034, Alameda County, California",6759.0
3589,G0600010403501,2012-2016,,,California,6,Alameda County,1,,,403501,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4035.01, Alameda County, California",37032.0,"Census Tract 4035.01, Alameda County, California",6974.0
3590,G0600010403502,2012-2016,,,California,6,Alameda County,1,,,403502,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4035.02, Alameda County, California",67672.0,"Census Tract 4035.02, Alameda County, California",13682.0
3591,G0600010403600,2012-2016,,,California,6,Alameda County,1,,,403600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4036, Alameda County, California",70600.0,"Census Tract 4036, Alameda County, California",7147.0
3592,G0600010403701,2012-2016,,,California,6,Alameda County,1,,,403701,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.01, Alameda County, California",66086.0,"Census Tract 4037.01, Alameda County, California",7137.0
3593,G0600010403702,2012-2016,,,California,6,Alameda County,1,,,403702,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4037.02, Alameda County, California",78266.0,"Census Tract 4037.02, Alameda County, California",11418.0
3594,G0600010403800,2012-2016,,,California,6,Alameda County,1,,,403800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4038, Alameda County, California",85313.0,"Census Tract 4038, Alameda County, California",10535.0
3595,G0600010403900,2012-2016,,,California,6,Alameda County,1,,,403900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4039, Alameda County, California",73125.0,"Census Tract 4039, Alameda County, California",10916.0
3596,G0600010404000,2012-2016,,,California,6,Alameda County,1,,,404000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4040, Alameda County, California",77065.0,"Census Tract 4040, Alameda County, California",4920.0
3597,G0600010404101,2012-2016,,,California,6,Alameda County,1,,,404101,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4041.01, Alameda County, California",86635.0,"Census Tract 4041.01, Alameda County, California",21589.0
3598,G0600010404102,2012-2016,,,California,6,Alameda County,1,,,404102,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4041.02, Alameda County, California",77303.0,"Census Tract 4041.02, Alameda County, California",13246.0
3599,G0600010404200,2012-2016,,,California,6,Alameda County,1,,,404200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4042, Alameda County, California",169519.0,"Census Tract 4042, Alameda County, California",27259.0
3600,G0600010404300,2012-2016,,,California,6,Alameda County,1,,,404300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4043, Alameda County, California",193523.0,"Census Tract 4043, Alameda County, California",16883.0
3601,G0600010404400,2012-2016,,,California,6,Alameda County,1,,,404400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4044, Alameda County, California",150074.0,"Census Tract 4044, Alameda County, California",34111.0
3602,G0600010404501,2012-2016,,,California,6,Alameda County,1,,,404501,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.01, Alameda County, California",181484.0,"Census Tract 4045.01, Alameda County, California",25562.0
3603,G0600010404502,2012-2016,,,California,6,Alameda County,1,,,404502,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4045.02, Alameda County, California",133068.0,"Census Tract 4045.02, Alameda County, California",31471.0
3604,G0600010404600,2012-2016,,,California,6,Alameda County,1,,,404600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4046, Alameda County, California",163322.0,"Census Tract 4046, Alameda County, California",9929.0
3605,G0600010404700,2012-2016,,,California,6,Alameda County,1,,,404700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4047, Alameda County, California",159107.0,"Census Tract 4047, Alameda County, California",24130.0
3606,G0600010404800,2012-2016,,,California,6,Alameda County,1,,,404800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4048, Alameda County, California",61875.0,"Census Tract 4048, Alameda County, California",4459.0
3607,G0600010404900,2012-2016,,,California,6,Alameda County,1,,,404900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4049, Alameda County, California",84375.0,"Census Tract 4049, Alameda County, California",21398.0
3608,G0600010405000,2012-2016,,,California,6,Alameda County,1,,,405000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4050, Alameda County, California",122237.0,"Census Tract 4050, Alameda County, California",13931.0
3609,G0600010405100,2012-2016,,,California,6,Alameda County,1,,,405100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4051, Alameda County, California",182153.0,"Census Tract 4051, Alameda County, California",24095.0
3610,G0600010405200,2012-2016,,,California,6,Alameda County,1,,,405200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4052, Alameda County, California",75417.0,"Census Tract 4052, Alameda County, California",7588.0
3611,G0600010405301,2012-2016,,,California,6,Alameda County,1,,,405301,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4053.01, Alameda County, California",60928.0,"Census Tract 4053.01, Alameda County, California",7192.0
3612,G0600010405302,2012-2016,,,California,6,Alameda County,1,,,405302,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4053.02, Alameda County, California",35638.0,"Census Tract 4053.02, Alameda County, California",6655.0
3613,G0600010405401,2012-2016,,,California,6,Alameda County,1,,,405401,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4054.01, Alameda County, California",39712.0,"Census Tract 4054.01, Alameda County, California",12397.0
3614,G0600010405402,2012-2016,,,California,6,Alameda County,1,,,405402,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4054.02, Alameda County, California",33555.0,"Census Tract 4054.02, Alameda County, California",6870.0
3615,G0600010405500,2012-2016,,,California,6,Alameda County,1,,,405500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4055, Alameda County, California",50225.0,"Census Tract 4055, Alameda County, California",6562.0
3616,G0600010405600,2012-2016,,,California,6,Alameda County,1,,,405600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4056, Alameda County, California",53063.0,"Census Tract 4056, Alameda County, California",7520.0
3617,G0600010405700,2012-2016,,,California,6,Alameda County,1,,,405700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4057, Alameda County, California",48851.0,"Census Tract 4057, Alameda County, California",5602.0
3618,G0600010405800,2012-2016,,,California,6,Alameda County,1,,,405800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4058, Alameda County, California",44375.0,"Census Tract 4058, Alameda County, California",7803.0
3619,G0600010405901,2012-2016,,,California,6,Alameda County,1,,,405901,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4059.01, Alameda County, California",31607.0,"Census Tract 4059.01, Alameda County, California",5230.0
3620,G0600010405902,2012-2016,,,California,6,Alameda County,1,,,405902,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4059.02, Alameda County, California",32833.0,"Census Tract 4059.02, Alameda County, California",7358.0
3621,G0600010406000,2012-2016,,,California,6,Alameda County,1,,,406000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4060, Alameda County, California",30909.0,"Census Tract 4060, Alameda County, California",12815.0
3622,G0600010406100,2012-2016,,,California,6,Alameda County,1,,,406100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4061, Alameda County, California",44485.0,"Census Tract 4061, Alameda County, California",12794.0
3623,G0600010406201,2012-2016,,,California,6,Alameda County,1,,,406201,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4062.01, Alameda County, California",37336.0,"Census Tract 4062.01, Alameda County, California",5358.0
3624,G0600010406202,2012-2016,,,California,6,Alameda County,1,,,406202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4062.02, Alameda County, California",33583.0,"Census Tract 4062.02, Alameda County, California",6059.0
3625,G0600010406300,2012-2016,,,California,6,Alameda County,1,,,406300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4063, Alameda County, California",43307.0,"Census Tract 4063, Alameda County, California",8814.0
3626,G0600010406400,2012-2016,,,California,6,Alameda County,1,,,406400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4064, Alameda County, California",59500.0,"Census Tract 4064, Alameda County, California",9818.0
3627,G0600010406500,2012-2016,,,California,6,Alameda County,1,,,406500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4065, Alameda County, California",41346.0,"Census Tract 4065, Alameda County, California",6274.0
3628,G0600010406601,2012-2016,,,California,6,Alameda County,1,,,406601,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4066.01, Alameda County, California",48467.0,"Census Tract 4066.01, Alameda County, California",5374.0
3629,G0600010406602,2012-2016,,,California,6,Alameda County,1,,,406602,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4066.02, Alameda County, California",53162.0,"Census Tract 4066.02, Alameda County, California",9590.0
3630,G0600010406700,2012-2016,,,California,6,Alameda County,1,,,406700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4067, Alameda County, California",73167.0,"Census Tract 4067, Alameda County, California",20221.0
3631,G0600010406800,2012-2016,,,California,6,Alameda County,1,,,406800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4068, Alameda County, California",94167.0,"Census Tract 4068, Alameda County, California",16583.0
3632,G0600010406900,2012-2016,,,California,6,Alameda County,1,,,406900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4069, Alameda County, California",65556.0,"Census Tract 4069, Alameda County, California",12040.0
3633,G0600010407000,2012-2016,,,California,6,Alameda County,1,,,407000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4070, Alameda County, California",43125.0,"Census Tract 4070, Alameda County, California",13213.0
3634,G0600010407101,2012-2016,,,California,6,Alameda County,1,,,407101,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4071.01, Alameda County, California",51691.0,"Census Tract 4071.01, Alameda County, California",21782.0
3635,G0600010407102,2012-2016,,,California,6,Alameda County,1,,,407102,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4071.02, Alameda County, California",47660.0,"Census Tract 4071.02, Alameda County, California",7108.0
3636,G0600010407200,2012-2016,,,California,6,Alameda County,1,,,407200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4072, Alameda County, California",37319.0,"Census Tract 4072, Alameda County, California",2953.0
3637,G0600010407300,2012-2016,,,California,6,Alameda County,1,,,407300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4073, Alameda County, California",53214.0,"Census Tract 4073, Alameda County, California",15878.0
3638,G0600010407400,2012-2016,,,California,6,Alameda County,1,,,407400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4074, Alameda County, California",47656.0,"Census Tract 4074, Alameda County, California",11316.0
3639,G0600010407500,2012-2016,,,California,6,Alameda County,1,,,407500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4075, Alameda County, California",24869.0,"Census Tract 4075, Alameda County, California",4343.0
3640,G0600010407600,2012-2016,,,California,6,Alameda County,1,,,407600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4076, Alameda County, California",53300.0,"Census Tract 4076, Alameda County, California",17214.0
3641,G0600010407700,2012-2016,,,California,6,Alameda County,1,,,407700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4077, Alameda County, California",70938.0,"Census Tract 4077, Alameda County, California",6224.0
3642,G0600010407800,2012-2016,,,California,6,Alameda County,1,,,407800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4078, Alameda County, California",80368.0,"Census Tract 4078, Alameda County, California",16409.0
3643,G0600010407900,2012-2016,,,California,6,Alameda County,1,,,407900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4079, Alameda County, California",100927.0,"Census Tract 4079, Alameda County, California",17192.0
3644,G0600010408000,2012-2016,,,California,6,Alameda County,1,,,408000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4080, Alameda County, California",158917.0,"Census Tract 4080, Alameda County, California",15863.0
3645,G0600010408100,2012-2016,,,California,6,Alameda County,1,,,408100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4081, Alameda County, California",103670.0,"Census Tract 4081, Alameda County, California",6518.0
3646,G0600010408200,2012-2016,,,California,6,Alameda County,1,,,408200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4082, Alameda County, California",51135.0,"Census Tract 4082, Alameda County, California",11163.0
3647,G0600010408300,2012-2016,,,California,6,Alameda County,1,,,408300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4083, Alameda County, California",81695.0,"Census Tract 4083, Alameda County, California",12526.0
3648,G0600010408400,2012-2016,,,California,6,Alameda County,1,,,408400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4084, Alameda County, California",30213.0,"Census Tract 4084, Alameda County, California",7829.0
3649,G0600010408500,2012-2016,,,California,6,Alameda County,1,,,408500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4085, Alameda County, California",47841.0,"Census Tract 4085, Alameda County, California",8869.0
3650,G0600010408600,2012-2016,,,California,6,Alameda County,1,,,408600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4086, Alameda County, California",30696.0,"Census Tract 4086, Alameda County, California",4381.0
3651,G0600010408700,2012-2016,,,California,6,Alameda County,1,,,408700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4087, Alameda County, California",43649.0,"Census Tract 4087, Alameda County, California",9653.0
3652,G0600010408800,2012-2016,,,California,6,Alameda County,1,,,408800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4088, Alameda County, California",23598.0,"Census Tract 4088, Alameda County, California",4864.0
3653,G0600010408900,2012-2016,,,California,6,Alameda County,1,,,408900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4089, Alameda County, California",26379.0,"Census Tract 4089, Alameda County, California",7831.0
3654,G0600010409000,2012-2016,,,California,6,Alameda County,1,,,409000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4090, Alameda County, California",44125.0,"Census Tract 4090, Alameda County, California",4582.0
3655,G0600010409100,2012-2016,,,California,6,Alameda County,1,,,409100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4091, Alameda County, California",40000.0,"Census Tract 4091, Alameda County, California",15359.0
3656,G0600010409200,2012-2016,,,California,6,Alameda County,1,,,409200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4092, Alameda County, California",46250.0,"Census Tract 4092, Alameda County, California",9909.0
3657,G0600010409300,2012-2016,,,California,6,Alameda County,1,,,409300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4093, Alameda County, California",34830.0,"Census Tract 4093, Alameda County, California",4638.0
3658,G0600010409400,2012-2016,,,California,6,Alameda County,1,,,409400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4094, Alameda County, California",39189.0,"Census Tract 4094, Alameda County, California",7850.0
3659,G0600010409500,2012-2016,,,California,6,Alameda County,1,,,409500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4095, Alameda County, California",31682.0,"Census Tract 4095, Alameda County, California",4612.0
3660,G0600010409600,2012-2016,,,California,6,Alameda County,1,,,409600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4096, Alameda County, California",37349.0,"Census Tract 4096, Alameda County, California",3831.0
3661,G0600010409700,2012-2016,,,California,6,Alameda County,1,,,409700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4097, Alameda County, California",38357.0,"Census Tract 4097, Alameda County, California",7645.0
3662,G0600010409800,2012-2016,,,California,6,Alameda County,1,,,409800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4098, Alameda County, California",63598.0,"Census Tract 4098, Alameda County, California",15950.0
3663,G0600010409900,2012-2016,,,California,6,Alameda County,1,,,409900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4099, Alameda County, California",97689.0,"Census Tract 4099, Alameda County, California",17581.0
3664,G0600010410000,2012-2016,,,California,6,Alameda County,1,,,410000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4100, Alameda County, California",107083.0,"Census Tract 4100, Alameda County, California",14932.0
3665,G0600010410100,2012-2016,,,California,6,Alameda County,1,,,410100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4101, Alameda County, California",59239.0,"Census Tract 4101, Alameda County, California",6351.0
3666,G0600010410200,2012-2016,,,California,6,Alameda County,1,,,410200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4102, Alameda County, California",49200.0,"Census Tract 4102, Alameda County, California",14141.0
3667,G0600010410300,2012-2016,,,California,6,Alameda County,1,,,410300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4103, Alameda County, California",39524.0,"Census Tract 4103, Alameda County, California",13545.0
3668,G0600010410400,2012-2016,,,California,6,Alameda County,1,,,410400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4104, Alameda County, California",66555.0,"Census Tract 4104, Alameda County, California",6772.0
3669,G0600010410500,2012-2016,,,California,6,Alameda County,1,,,410500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4105, Alameda County, California",22596.0,"Census Tract 4105, Alameda County, California",6573.0
3670,G0600010420100,2012-2016,,,California,6,Alameda County,1,,,420100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4201, Alameda County, California",120208.0,"Census Tract 4201, Alameda County, California",11258.0
3671,G0600010420200,2012-2016,,,California,6,Alameda County,1,,,420200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4202, Alameda County, California",89194.0,"Census Tract 4202, Alameda County, California",11882.0
3672,G0600010420300,2012-2016,,,California,6,Alameda County,1,,,420300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4203, Alameda County, California",86417.0,"Census Tract 4203, Alameda County, California",9036.0
3673,G0600010420400,2012-2016,,,California,6,Alameda County,1,,,420400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4204, Alameda County, California",42054.0,"Census Tract 4204, Alameda County, California",6816.0
3674,G0600010420500,2012-2016,,,California,6,Alameda County,1,,,420500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4205, Alameda County, California",89333.0,"Census Tract 4205, Alameda County, California",14288.0
3675,G0600010420600,2012-2016,,,California,6,Alameda County,1,,,420600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4206, Alameda County, California",116172.0,"Census Tract 4206, Alameda County, California",13124.0
3676,G0600010421100,2012-2016,,,California,6,Alameda County,1,,,421100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4211, Alameda County, California",162308.0,"Census Tract 4211, Alameda County, California",21329.0
3677,G0600010421200,2012-2016,,,California,6,Alameda County,1,,,421200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4212, Alameda County, California",144115.0,"Census Tract 4212, Alameda County, California",11589.0
3678,G0600010421300,2012-2016,,,California,6,Alameda County,1,,,421300,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4213, Alameda County, California",138971.0,"Census Tract 4213, Alameda County, California",16105.0
3679,G0600010421400,2012-2016,,,California,6,Alameda County,1,,,421400,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4214, Alameda County, California",141375.0,"Census Tract 4214, Alameda County, California",9777.0
3680,G0600010421500,2012-2016,,,California,6,Alameda County,1,,,421500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4215, Alameda County, California",160265.0,"Census Tract 4215, Alameda County, California",17296.0
3681,G0600010421600,2012-2016,,,California,6,Alameda County,1,,,421600,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4216, Alameda County, California",118750.0,"Census Tract 4216, Alameda County, California",16472.0
3682,G0600010421700,2012-2016,,,California,6,Alameda County,1,,,421700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4217, Alameda County, California",69986.0,"Census Tract 4217, Alameda County, California",10606.0
3683,G0600010421800,2012-2016,,,California,6,Alameda County,1,,,421800,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4218, Alameda County, California",110000.0,"Census Tract 4218, Alameda County, California",14235.0
3684,G0600010421900,2012-2016,,,California,6,Alameda County,1,,,421900,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4219, Alameda County, California",100372.0,"Census Tract 4219, Alameda County, California",14845.0
3685,G0600010422000,2012-2016,,,California,6,Alameda County,1,,,422000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4220, Alameda County, California",60500.0,"Census Tract 4220, Alameda County, California",25902.0
3686,G0600010422100,2012-2016,,,California,6,Alameda County,1,,,422100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4221, Alameda County, California",72500.0,"Census Tract 4221, Alameda County, California",21411.0
3687,G0600010422200,2012-2016,,,California,6,Alameda County,1,,,422200,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 4222, Alameda County, California",66769.0,"Census Tract 4222, Alameda County, California",9882.0
