,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AF49E001,NAME_M,AF49M001
9706,G0600730018511,2012-2016,,,California,6,San Diego County,73,,,18511,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 185.11, San Diego County, California",45369.0,"Census Tract 185.11, San Diego County, California",7836.0
9707,G0600730018512,2012-2016,,,California,6,San Diego County,73,,,18512,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 185.12, San Diego County, California",40691.0,"Census Tract 185.12, San Diego County, California",4389.0
9708,G0600730018513,2012-2016,,,California,6,San Diego County,73,,,18513,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 185.13, San Diego County, California",70027.0,"Census Tract 185.13, San Diego County, California",12911.0
9709,G0600730018514,2012-2016,,,California,6,San Diego County,73,,,18514,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 185.14, San Diego County, California",75383.0,"Census Tract 185.14, San Diego County, California",14500.0
9710,G0600730018515,2012-2016,,,California,6,San Diego County,73,,,18515,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 185.15, San Diego County, California",78438.0,"Census Tract 185.15, San Diego County, California",12245.0
9711,G0600730018516,2012-2016,,,California,6,San Diego County,73,,,18516,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 185.16, San Diego County, California",61719.0,"Census Tract 185.16, San Diego County, California",25892.0
9712,G0600730018517,2012-2016,,,California,6,San Diego County,73,,,18517,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 185.17, San Diego County, California",51118.0,"Census Tract 185.17, San Diego County, California",7491.0
9713,G0600730018518,2012-2016,,,California,6,San Diego County,73,,,18518,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 185.18, San Diego County, California",54808.0,"Census Tract 185.18, San Diego County, California",9346.0
9714,G0600730018519,2012-2016,,,California,6,San Diego County,73,,,18519,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 185.19, San Diego County, California",50652.0,"Census Tract 185.19, San Diego County, California",9475.0
9715,G0600730018601,2012-2016,,,California,6,San Diego County,73,,,18601,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 186.01, San Diego County, California",86042.0,"Census Tract 186.01, San Diego County, California",12657.0
9716,G0600730018603,2012-2016,,,California,6,San Diego County,73,,,18603,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 186.03, San Diego County, California",33524.0,"Census Tract 186.03, San Diego County, California",4764.0
9717,G0600730018608,2012-2016,,,California,6,San Diego County,73,,,18608,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 186.08, San Diego County, California",84028.0,"Census Tract 186.08, San Diego County, California",12371.0
9718,G0600730018609,2012-2016,,,California,6,San Diego County,73,,,18609,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 186.09, San Diego County, California",59777.0,"Census Tract 186.09, San Diego County, California",4587.0
9719,G0600730018610,2012-2016,,,California,6,San Diego County,73,,,18610,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 186.10, San Diego County, California",58615.0,"Census Tract 186.10, San Diego County, California",8066.0
9720,G0600730018611,2012-2016,,,California,6,San Diego County,73,,,18611,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 186.11, San Diego County, California",83019.0,"Census Tract 186.11, San Diego County, California",9264.0
9721,G0600730018612,2012-2016,,,California,6,San Diego County,73,,,18612,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 186.12, San Diego County, California",80809.0,"Census Tract 186.12, San Diego County, California",8645.0
9722,G0600730018613,2012-2016,,,California,6,San Diego County,73,,,18613,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 186.13, San Diego County, California",57230.0,"Census Tract 186.13, San Diego County, California",13720.0
9723,G0600730018614,2012-2016,,,California,6,San Diego County,73,,,18614,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 186.14, San Diego County, California",43775.0,"Census Tract 186.14, San Diego County, California",5964.0
9724,G0600730018700,2012-2016,,,California,6,San Diego County,73,,,18700,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 187, San Diego County, California",41371.0,"Census Tract 187, San Diego County, California",1885.0
9725,G0600730018801,2012-2016,,,California,6,San Diego County,73,,,18801,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 188.01, San Diego County, California",79461.0,"Census Tract 188.01, San Diego County, California",11916.0
9726,G0600730018802,2012-2016,,,California,6,San Diego County,73,,,18802,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 188.02, San Diego County, California",79360.0,"Census Tract 188.02, San Diego County, California",15187.0
9727,G0600730018803,2012-2016,,,California,6,San Diego County,73,,,18803,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 188.03, San Diego County, California",74120.0,"Census Tract 188.03, San Diego County, California",10785.0
9728,G0600730018903,2012-2016,,,California,6,San Diego County,73,,,18903,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 189.03, San Diego County, California",45357.0,"Census Tract 189.03, San Diego County, California",4832.0
9729,G0600730018904,2012-2016,,,California,6,San Diego County,73,,,18904,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 189.04, San Diego County, California",45147.0,"Census Tract 189.04, San Diego County, California",5943.0
9730,G0600730018905,2012-2016,,,California,6,San Diego County,73,,,18905,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 189.05, San Diego County, California",44894.0,"Census Tract 189.05, San Diego County, California",7227.0
9731,G0600730018906,2012-2016,,,California,6,San Diego County,73,,,18906,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 189.06, San Diego County, California",53946.0,"Census Tract 189.06, San Diego County, California",6424.0
9732,G0600730019001,2012-2016,,,California,6,San Diego County,73,,,19001,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 190.01, San Diego County, California",76437.0,"Census Tract 190.01, San Diego County, California",14727.0
9733,G0600730019002,2012-2016,,,California,6,San Diego County,73,,,19002,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 190.02, San Diego County, California",77321.0,"Census Tract 190.02, San Diego County, California",10248.0
9734,G0600730019101,2012-2016,,,California,6,San Diego County,73,,,19101,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 191.01, San Diego County, California",65547.0,"Census Tract 191.01, San Diego County, California",14449.0
9735,G0600730019103,2012-2016,,,California,6,San Diego County,73,,,19103,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 191.03, San Diego County, California",93000.0,"Census Tract 191.03, San Diego County, California",27763.0
9736,G0600730019105,2012-2016,,,California,6,San Diego County,73,,,19105,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 191.05, San Diego County, California",86688.0,"Census Tract 191.05, San Diego County, California",16795.0
9737,G0600730019106,2012-2016,,,California,6,San Diego County,73,,,19106,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 191.06, San Diego County, California",81230.0,"Census Tract 191.06, San Diego County, California",13258.0
9738,G0600730019107,2012-2016,,,California,6,San Diego County,73,,,19107,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 191.07, San Diego County, California",57143.0,"Census Tract 191.07, San Diego County, California",12681.0
9739,G0600730019203,2012-2016,,,California,6,San Diego County,73,,,19203,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 192.03, San Diego County, California",67770.0,"Census Tract 192.03, San Diego County, California",10446.0
9740,G0600730019205,2012-2016,,,California,6,San Diego County,73,,,19205,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 192.05, San Diego County, California",44393.0,"Census Tract 192.05, San Diego County, California",6131.0
9741,G0600730019206,2012-2016,,,California,6,San Diego County,73,,,19206,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 192.06, San Diego County, California",51384.0,"Census Tract 192.06, San Diego County, California",8776.0
9742,G0600730019207,2012-2016,,,California,6,San Diego County,73,,,19207,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 192.07, San Diego County, California",48290.0,"Census Tract 192.07, San Diego County, California",8656.0
9743,G0600730019208,2012-2016,,,California,6,San Diego County,73,,,19208,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 192.08, San Diego County, California",76750.0,"Census Tract 192.08, San Diego County, California",13169.0
9744,G0600730019301,2012-2016,,,California,6,San Diego County,73,,,19301,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 193.01, San Diego County, California",93634.0,"Census Tract 193.01, San Diego County, California",14651.0
9745,G0600730019302,2012-2016,,,California,6,San Diego County,73,,,19302,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 193.02, San Diego County, California",51052.0,"Census Tract 193.02, San Diego County, California",4918.0
9746,G0600730019303,2012-2016,,,California,6,San Diego County,73,,,19303,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 193.03, San Diego County, California",73603.0,"Census Tract 193.03, San Diego County, California",13955.0
9747,G0600730019403,2012-2016,,,California,6,San Diego County,73,,,19403,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 194.03, San Diego County, California",64797.0,"Census Tract 194.03, San Diego County, California",8870.0
9748,G0600730019404,2012-2016,,,California,6,San Diego County,73,,,19404,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 194.04, San Diego County, California",63869.0,"Census Tract 194.04, San Diego County, California",13558.0
9749,G0600730019405,2012-2016,,,California,6,San Diego County,73,,,19405,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 194.05, San Diego County, California",61370.0,"Census Tract 194.05, San Diego County, California",10988.0
9750,G0600730019406,2012-2016,,,California,6,San Diego County,73,,,19406,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 194.06, San Diego County, California",60085.0,"Census Tract 194.06, San Diego County, California",8784.0
9751,G0600730019501,2012-2016,,,California,6,San Diego County,73,,,19501,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 195.01, San Diego County, California",39911.0,"Census Tract 195.01, San Diego County, California",8482.0
9752,G0600730019502,2012-2016,,,California,6,San Diego County,73,,,19502,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 195.02, San Diego County, California",37581.0,"Census Tract 195.02, San Diego County, California",6630.0
9753,G0600730019503,2012-2016,,,California,6,San Diego County,73,,,19503,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 195.03, San Diego County, California",46583.0,"Census Tract 195.03, San Diego County, California",8712.0
9754,G0600730019601,2012-2016,,,California,6,San Diego County,73,,,19601,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 196.01, San Diego County, California",59710.0,"Census Tract 196.01, San Diego County, California",5542.0
9755,G0600730019602,2012-2016,,,California,6,San Diego County,73,,,19602,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 196.02, San Diego County, California",62300.0,"Census Tract 196.02, San Diego County, California",13542.0
9756,G0600730019701,2012-2016,,,California,6,San Diego County,73,,,19701,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 197.01, San Diego County, California",49063.0,"Census Tract 197.01, San Diego County, California",6433.0
9757,G0600730019702,2012-2016,,,California,6,San Diego County,73,,,19702,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 197.02, San Diego County, California",62306.0,"Census Tract 197.02, San Diego County, California",13531.0
9758,G0600730019803,2012-2016,,,California,6,San Diego County,73,,,19803,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 198.03, San Diego County, California",84274.0,"Census Tract 198.03, San Diego County, California",10398.0
9759,G0600730019804,2012-2016,,,California,6,San Diego County,73,,,19804,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 198.04, San Diego County, California",97391.0,"Census Tract 198.04, San Diego County, California",11949.0
9760,G0600730019805,2012-2016,,,California,6,San Diego County,73,,,19805,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 198.05, San Diego County, California",41546.0,"Census Tract 198.05, San Diego County, California",4674.0
9761,G0600730019806,2012-2016,,,California,6,San Diego County,73,,,19806,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 198.06, San Diego County, California",82969.0,"Census Tract 198.06, San Diego County, California",24690.0
9762,G0600730019808,2012-2016,,,California,6,San Diego County,73,,,19808,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 198.08, San Diego County, California",61654.0,"Census Tract 198.08, San Diego County, California",8265.0
9763,G0600730019809,2012-2016,,,California,6,San Diego County,73,,,19809,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 198.09, San Diego County, California",82757.0,"Census Tract 198.09, San Diego County, California",15589.0
9764,G0600730019902,2012-2016,,,California,6,San Diego County,73,,,19902,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 199.02, San Diego County, California",63496.0,"Census Tract 199.02, San Diego County, California",6869.0
9765,G0600730019903,2012-2016,,,California,6,San Diego County,73,,,19903,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 199.03, San Diego County, California",77596.0,"Census Tract 199.03, San Diego County, California",8193.0
9766,G0600730019904,2012-2016,,,California,6,San Diego County,73,,,19904,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 199.04, San Diego County, California",67500.0,"Census Tract 199.04, San Diego County, California",11433.0
9767,G0600730019905,2012-2016,,,California,6,San Diego County,73,,,19905,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 199.05, San Diego County, California",61781.0,"Census Tract 199.05, San Diego County, California",7100.0
9768,G0600730020013,2012-2016,,,California,6,San Diego County,73,,,20013,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.13, San Diego County, California",108200.0,"Census Tract 200.13, San Diego County, California",10953.0
9769,G0600730020014,2012-2016,,,California,6,San Diego County,73,,,20014,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.14, San Diego County, California",102445.0,"Census Tract 200.14, San Diego County, California",13044.0
9770,G0600730020015,2012-2016,,,California,6,San Diego County,73,,,20015,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.15, San Diego County, California",93363.0,"Census Tract 200.15, San Diego County, California",16910.0
9771,G0600730020016,2012-2016,,,California,6,San Diego County,73,,,20016,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.16, San Diego County, California",122833.0,"Census Tract 200.16, San Diego County, California",20518.0
9772,G0600730020017,2012-2016,,,California,6,San Diego County,73,,,20017,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.17, San Diego County, California",41768.0,"Census Tract 200.17, San Diego County, California",5467.0
9773,G0600730020018,2012-2016,,,California,6,San Diego County,73,,,20018,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.18, San Diego County, California",52383.0,"Census Tract 200.18, San Diego County, California",2653.0
9774,G0600730020019,2012-2016,,,California,6,San Diego County,73,,,20019,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.19, San Diego County, California",44973.0,"Census Tract 200.19, San Diego County, California",10515.0
9775,G0600730020020,2012-2016,,,California,6,San Diego County,73,,,20020,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.20, San Diego County, California",88264.0,"Census Tract 200.20, San Diego County, California",24287.0
9776,G0600730020021,2012-2016,,,California,6,San Diego County,73,,,20021,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.21, San Diego County, California",54091.0,"Census Tract 200.21, San Diego County, California",8560.0
9777,G0600730020022,2012-2016,,,California,6,San Diego County,73,,,20022,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.22, San Diego County, California",72721.0,"Census Tract 200.22, San Diego County, California",21266.0
9778,G0600730020023,2012-2016,,,California,6,San Diego County,73,,,20023,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.23, San Diego County, California",65387.0,"Census Tract 200.23, San Diego County, California",6711.0
9779,G0600730020024,2012-2016,,,California,6,San Diego County,73,,,20024,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.24, San Diego County, California",58024.0,"Census Tract 200.24, San Diego County, California",6864.0
9780,G0600730020025,2012-2016,,,California,6,San Diego County,73,,,20025,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.25, San Diego County, California",58452.0,"Census Tract 200.25, San Diego County, California",8694.0
9781,G0600730020026,2012-2016,,,California,6,San Diego County,73,,,20026,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.26, San Diego County, California",62264.0,"Census Tract 200.26, San Diego County, California",5622.0
9782,G0600730020027,2012-2016,,,California,6,San Diego County,73,,,20027,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.27, San Diego County, California",102513.0,"Census Tract 200.27, San Diego County, California",12992.0
9783,G0600730020028,2012-2016,,,California,6,San Diego County,73,,,20028,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.28, San Diego County, California",36684.0,"Census Tract 200.28, San Diego County, California",5501.0
9784,G0600730020029,2012-2016,,,California,6,San Diego County,73,,,20029,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 200.29, San Diego County, California",37264.0,"Census Tract 200.29, San Diego County, California",5055.0
9785,G0600730020103,2012-2016,,,California,6,San Diego County,73,,,20103,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 201.03, San Diego County, California",87277.0,"Census Tract 201.03, San Diego County, California",13291.0
9786,G0600730020105,2012-2016,,,California,6,San Diego County,73,,,20105,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 201.05, San Diego County, California",67549.0,"Census Tract 201.05, San Diego County, California",10230.0
9787,G0600730020106,2012-2016,,,California,6,San Diego County,73,,,20106,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 201.06, San Diego County, California",66055.0,"Census Tract 201.06, San Diego County, California",15130.0
9788,G0600730020107,2012-2016,,,California,6,San Diego County,73,,,20107,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 201.07, San Diego County, California",71827.0,"Census Tract 201.07, San Diego County, California",8197.0
9789,G0600730020108,2012-2016,,,California,6,San Diego County,73,,,20108,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 201.08, San Diego County, California",41944.0,"Census Tract 201.08, San Diego County, California",4850.0
9790,G0600730020109,2012-2016,,,California,6,San Diego County,73,,,20109,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 201.09, San Diego County, California",78110.0,"Census Tract 201.09, San Diego County, California",9774.0
9791,G0600730020202,2012-2016,,,California,6,San Diego County,73,,,20202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 202.02, San Diego County, California",33358.0,"Census Tract 202.02, San Diego County, California",4237.0
9792,G0600730020206,2012-2016,,,California,6,San Diego County,73,,,20206,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 202.06, San Diego County, California",42572.0,"Census Tract 202.06, San Diego County, California",5599.0
9793,G0600730020207,2012-2016,,,California,6,San Diego County,73,,,20207,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 202.07, San Diego County, California",34603.0,"Census Tract 202.07, San Diego County, California",5886.0
9794,G0600730020208,2012-2016,,,California,6,San Diego County,73,,,20208,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 202.08, San Diego County, California",61136.0,"Census Tract 202.08, San Diego County, California",13426.0
9795,G0600730020209,2012-2016,,,California,6,San Diego County,73,,,20209,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 202.09, San Diego County, California",36488.0,"Census Tract 202.09, San Diego County, California",7726.0
9796,G0600730020210,2012-2016,,,California,6,San Diego County,73,,,20210,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 202.10, San Diego County, California",47250.0,"Census Tract 202.10, San Diego County, California",6687.0
9797,G0600730020211,2012-2016,,,California,6,San Diego County,73,,,20211,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 202.11, San Diego County, California",43031.0,"Census Tract 202.11, San Diego County, California",10323.0
9798,G0600730020213,2012-2016,,,California,6,San Diego County,73,,,20213,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 202.13, San Diego County, California",32698.0,"Census Tract 202.13, San Diego County, California",4882.0
9799,G0600730020214,2012-2016,,,California,6,San Diego County,73,,,20214,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 202.14, San Diego County, California",29601.0,"Census Tract 202.14, San Diego County, California",4034.0
9800,G0600730020304,2012-2016,,,California,6,San Diego County,73,,,20304,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 203.04, San Diego County, California",75822.0,"Census Tract 203.04, San Diego County, California",8391.0
9801,G0600730020305,2012-2016,,,California,6,San Diego County,73,,,20305,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 203.05, San Diego County, California",62362.0,"Census Tract 203.05, San Diego County, California",24904.0
9802,G0600730020306,2012-2016,,,California,6,San Diego County,73,,,20306,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 203.06, San Diego County, California",59958.0,"Census Tract 203.06, San Diego County, California",6430.0
9803,G0600730020307,2012-2016,,,California,6,San Diego County,73,,,20307,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 203.07, San Diego County, California",68015.0,"Census Tract 203.07, San Diego County, California",11531.0
9804,G0600730020308,2012-2016,,,California,6,San Diego County,73,,,20308,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 203.08, San Diego County, California",30442.0,"Census Tract 203.08, San Diego County, California",3843.0
9805,G0600730020309,2012-2016,,,California,6,San Diego County,73,,,20309,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 203.09, San Diego County, California",70663.0,"Census Tract 203.09, San Diego County, California",7906.0
9806,G0600730020401,2012-2016,,,California,6,San Diego County,73,,,20401,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 204.01, San Diego County, California",114432.0,"Census Tract 204.01, San Diego County, California",17650.0
9807,G0600730020403,2012-2016,,,California,6,San Diego County,73,,,20403,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 204.03, San Diego County, California",79651.0,"Census Tract 204.03, San Diego County, California",8141.0
9808,G0600730020404,2012-2016,,,California,6,San Diego County,73,,,20404,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 204.04, San Diego County, California",75443.0,"Census Tract 204.04, San Diego County, California",14043.0
9809,G0600730020405,2012-2016,,,California,6,San Diego County,73,,,20405,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 204.05, San Diego County, California",122255.0,"Census Tract 204.05, San Diego County, California",11357.0
9810,G0600730020500,2012-2016,,,California,6,San Diego County,73,,,20500,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 205, San Diego County, California",42593.0,"Census Tract 205, San Diego County, California",7203.0
9811,G0600730020601,2012-2016,,,California,6,San Diego County,73,,,20601,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 206.01, San Diego County, California",45050.0,"Census Tract 206.01, San Diego County, California",10982.0
9812,G0600730020602,2012-2016,,,California,6,San Diego County,73,,,20602,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 206.02, San Diego County, California",51059.0,"Census Tract 206.02, San Diego County, California",7550.0
9813,G0600730020705,2012-2016,,,California,6,San Diego County,73,,,20705,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 207.05, San Diego County, California",85991.0,"Census Tract 207.05, San Diego County, California",20646.0
9814,G0600730020706,2012-2016,,,California,6,San Diego County,73,,,20706,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 207.06, San Diego County, California",112000.0,"Census Tract 207.06, San Diego County, California",11984.0
9815,G0600730020707,2012-2016,,,California,6,San Diego County,73,,,20707,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 207.07, San Diego County, California",44494.0,"Census Tract 207.07, San Diego County, California",6589.0
9816,G0600730020708,2012-2016,,,California,6,San Diego County,73,,,20708,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 207.08, San Diego County, California",87101.0,"Census Tract 207.08, San Diego County, California",3530.0
9817,G0600730020709,2012-2016,,,California,6,San Diego County,73,,,20709,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 207.09, San Diego County, California",90179.0,"Census Tract 207.09, San Diego County, California",15334.0
9818,G0600730020710,2012-2016,,,California,6,San Diego County,73,,,20710,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 207.10, San Diego County, California",109698.0,"Census Tract 207.10, San Diego County, California",7955.0
9819,G0600730020801,2012-2016,,,California,6,San Diego County,73,,,20801,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 208.01, San Diego County, California",88679.0,"Census Tract 208.01, San Diego County, California",12224.0
9820,G0600730020805,2012-2016,,,California,6,San Diego County,73,,,20805,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 208.05, San Diego County, California",60944.0,"Census Tract 208.05, San Diego County, California",9486.0
9821,G0600730020806,2012-2016,,,California,6,San Diego County,73,,,20806,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 208.06, San Diego County, California",53919.0,"Census Tract 208.06, San Diego County, California",6379.0
9822,G0600730020807,2012-2016,,,California,6,San Diego County,73,,,20807,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 208.07, San Diego County, California",91771.0,"Census Tract 208.07, San Diego County, California",24711.0
9823,G0600730020809,2012-2016,,,California,6,San Diego County,73,,,20809,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 208.09, San Diego County, California",72443.0,"Census Tract 208.09, San Diego County, California",11334.0
9824,G0600730020810,2012-2016,,,California,6,San Diego County,73,,,20810,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 208.10, San Diego County, California",113459.0,"Census Tract 208.10, San Diego County, California",12958.0
9825,G0600730020811,2012-2016,,,California,6,San Diego County,73,,,20811,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 208.11, San Diego County, California",101191.0,"Census Tract 208.11, San Diego County, California",7044.0
9826,G0600730020902,2012-2016,,,California,6,San Diego County,73,,,20902,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 209.02, San Diego County, California",81000.0,"Census Tract 209.02, San Diego County, California",25252.0
9827,G0600730020903,2012-2016,,,California,6,San Diego County,73,,,20903,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 209.03, San Diego County, California",39650.0,"Census Tract 209.03, San Diego County, California",5705.0
9828,G0600730020904,2012-2016,,,California,6,San Diego County,73,,,20904,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 209.04, San Diego County, California",48373.0,"Census Tract 209.04, San Diego County, California",5912.0
9829,G0600730021000,2012-2016,,,California,6,San Diego County,73,,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 210, San Diego County, California",33148.0,"Census Tract 210, San Diego County, California",10854.0
9830,G0600730021100,2012-2016,,,California,6,San Diego County,73,,,21100,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 211, San Diego County, California",41250.0,"Census Tract 211, San Diego County, California",8916.0
9831,G0600730021202,2012-2016,,,California,6,San Diego County,73,,,21202,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 212.02, San Diego County, California",76635.0,"Census Tract 212.02, San Diego County, California",9737.0
9832,G0600730021204,2012-2016,,,California,6,San Diego County,73,,,21204,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 212.04, San Diego County, California",112500.0,"Census Tract 212.04, San Diego County, California",10195.0
